latitude,longitude
20.716233,76.994233
20.715869,76.991276
20.723511,76.992723
20.723511,76.992723
20.723511,76.992723
20.723511,76.992723
20.711849,76.993818
20.711849,76.993818
20.711849,76.993818
20.711849,76.993818
20.714091,76.984871
20.714091,76.984871
20.714091,76.984871
20.714091,76.984871
20.709224,77.006596
20.709224,77.006596
20.709224,77.006596
20.708926,76.99806600000001
20.708926,76.99806600000001
20.708926,76.99806600000001
20.731163000000002,77.000479
20.723322,77.369922
20.710814000000003,76.98978100000001
20.721989,77.016532
20.709264,76.991454
20.7067,77.001374
20.703129999999998,76.99553399999999
20.718723999999998,77.001188
20.728798,76.99448199999999
20.704419,76.992386
20.703701000000002,77.011822
20.716233,76.994233
20.716233,76.994233
20.716233,76.994233
20.731163000000002,77.000479
20.711655,76.975678
20.716233,76.994233
20.715234,76.999286
20.712009,76.99946700000001
20.709398999999998,77.017246
20.731163000000002,77.000479
20.731163000000002,77.000479
20.731163000000002,77.000479
20.731163000000002,77.000479
20.704286,76.985342
20.694256,77.003179
20.715869,76.991276
20.709224,77.006596
20.716233,76.994233
20.709081,76.990593
20.692624,77.01092
20.694298999999997,76.994726
20.726494,77.001388
20.707137,77.008877
20.712009,76.99946700000001
20.661205,76.770865
20.694298999999997,76.994726
20.694298999999997,76.994726
20.694298999999997,76.994726
20.723511,76.992723
20.723511,76.992723
20.711655,76.975678
20.711655,76.975678
20.709533,77.011729
20.712857,76.988067
20.670938,77.013649
20.708473,76.99945500000001
20.695477,77.005174
20.704419,76.992386
20.718747,76.991469
20.731163000000002,77.000479
20.7133,76.99814
20.731163000000002,77.000479
20.711849,76.993818
20.692182,76.989356
20.710653,76.99557800000001
20.723511,76.992723
20.723511,76.992723
20.679019,77.025543
20.679019,77.025543
20.714091,76.984871
20.704411,76.992385
20.720975,76.992385
21.153032,77.249095
20.731163000000002,77.000479
20.721969,77.01654
20.721969,77.01654
20.716233,76.994233
20.716233,76.994233
20.711655,76.975678
20.711655,76.975678
20.728798,76.99448199999999
20.728798,76.99448199999999
20.705935999999998,77.003176
20.685685999999997,77.02406500000001
20.704286,76.985342
20.731163000000002,77.000479
20.704411,76.992385
20.704286,76.985342
20.704286,76.985342
20.704286,76.985342
20.711655,76.975678
20.711655,76.975678
20.711655,76.975678
20.711655,76.975678
20.704888,76.98531899999999
20.720975,76.992385
20.711655,76.975678
20.731163000000002,77.000479
20.709398999999998,77.017246
20.705745999999998,77.00768000000001
20.704495,76.98338299999999
20.713793,76.996946
20.712241,76.999545
20.709224,77.006596
20.716233,76.994233
20.716233,76.994233
20.738725,77.370498
20.577498000000002,77.065058
20.709224,77.006596
20.705686,77.019111
20.704495,76.98338299999999
20.731163000000002,77.000479
20.705686,77.019111
20.679018,77.033383
20.462712,76.938387
20.705833,76.986971
20.716233,76.994233
20.716233,76.994233
20.716233,76.994233
20.716233,76.994233
20.716233,76.994233
20.714382999999998,76.997298
20.704419,76.992386
20.716233,76.994233
20.716233,76.994233
20.704419,76.992386
20.704419,76.992386
20.711849,76.993818
20.711157999999998,76.998745
20.710653,76.99557800000001
20.698293,76.98637
20.685685999999997,77.02406500000001
20.70554,77.00578399999999
20.710836999999998,77.004354
20.701175,76.987057
20.714489999999998,76.992305
20.679018,77.033383
20.722587,77.005044
20.701175,76.987057
21.025734,76.84328000000001
21.025734,76.84328000000001
21.025734,76.84328000000001
21.025734,76.84328000000001
21.025734,76.84328000000001
20.71278,77.01709699999999
20.687779000000003,77.012153
20.713767,76.966233
20.710836999999998,77.004354
20.723511,76.992723
20.723511,76.992723
20.723511,76.992723
20.723511,76.992723
20.723511,76.992723
20.723511,76.992723
20.723511,76.992723
20.691444,77.00765200000001
20.708398000000003,77.00975600000001
20.693611999999998,77.005081
20.705935999999998,77.003176
20.705935999999998,77.003176
20.709533,77.011729
20.685685999999997,77.02406500000001
20.674498999999997,77.011721
20.693611999999998,77.005081
20.688479,77.05921500000001
20.685091,76.798906
20.462712,76.938387
20.716233,76.994233
20.716233,76.994233
20.716233,76.994233
20.706794,77.007867
20.714489999999998,76.992305
20.705686,77.019111
20.679018,77.033383
20.679018,77.033383
20.679018,77.033383
20.693611999999998,77.005081
20.693611999999998,77.005081
20.693611999999998,77.005081
20.705389,76.98615699999999
20.731163000000002,77.000479
20.699492000000003,76.973849
20.721237,77.001088
20.71278,77.01709699999999
20.577498000000002,77.065058
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.709224,77.006596
20.731163000000002,77.000479
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.701175,76.987057
20.717655,76.988925
20.717655,76.988925
20.720109,77.034842
20.720109,77.034842
20.712857,76.988067
20.712857,76.988067
20.714091,76.984871
20.684759,77.042073
20.7133,76.99814
20.716652,77.001413
